Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Muir Woods NM,"972,331","$52,322.30 ",641,"$27,808.20 ","$43,339.40 ","$67,292.50 ",2012
Natchez NHP,"184,551","$9,930.90 ",138,"$3,854.20 ","$6,584.80 ","$11,333.40 ",2012
Natchez Trace PKWY,"5,560,668","$125,966.20 ","1,550","$40,892.40 ","$67,819.10 ","$110,944.90 ",2012
National Capital Parks Central,"858,700","$14,944.10 ",198,"$7,858.00 ","$12,894.50 ","$19,901.30 ",2012
National Capital Parks East,"923,054","$16,064.00 ",217,"$8,409.90 ","$13,941.10 ","$21,686.40 ",2012
National Park of American Samoa,"10,440",$561.80 ,7,$262.20 ,$436.40 ,$674.20 ,2012
Natural Bridges NM,"89,011","$5,140.60 ",64,"$1,720.50 ","$3,041.40 ","$5,213.10 ",2012
Navajo NM,"58,219","$3,398.00 ",42,"$1,142.20 ","$2,015.20 ","$3,449.60 ",2012
New Bedford Whaling NHP*,"269,885","$13,297.40 ",193,"$7,263.30 ","$11,748.50 ","$18,023.30 ",2012
New Orleans Jazz NHP,"177,909","$9,573.50 ",135,"$4,358.40 ","$7,211.70 ","$11,872.70 ",2012
New River Gorge NR,"1,128,195","$45,344.20 ",605,"$16,133.00 ","$27,202.80 ","$46,901.40 ",2012
Nez Perce NHP,"233,093","$12,543.00 ",176,"$4,432.40 ","$8,564.80 ","$14,511.40 ",2012
Nicodemus NHS*,"3,505",$181.60 ,2,$45.00 ,$87.80 ,$156.40 ,2012
Ninety Six NHS,"73,044","$3,930.60 ",58,"$1,539.90 ","$2,694.30 ","$4,674.10 ",2012
Niobrara NSR,"65,999","$2,621.60 ",37,$629.20 ,"$1,222.20 ","$2,386.70 ",2012
Noatak NPRES,"31,000","$44,776.40 ",624,"$22,339.50 ","$37,392.00 ","$62,295.40 ",2012
North Cascades NP,"26,935","$1,216.10 ",13,$494.70 ,$874.10 ,"$1,337.50 ",2012
Obed W&SR*,"212,446","$3,499.40 ",39,"$1,093.00 ","$1,812.60 ","$3,026.20 ",2012
Ocmulgee NM,"120,025","$6,458.70 ",95,"$2,256.20 ","$4,153.20 ","$7,263.20 ",2012
Olympic NP,"2,824,908","$220,037.30 ","2,708","$101,925.80 ","$186,607.20 ","$288,926.60 ",2012
Oregon Caves NM,"78,164","$5,036.40 ",74,"$1,871.50 ","$3,277.80 ","$5,899.40 ",2012
Organ Pipe Cactus NM,"161,743","$9,285.80 ",128,"$4,669.60 ","$7,643.40 ","$12,302.60 ",2012
Ozark NSR,"1,406,781","$56,125.30 ",794,"$17,574.30 ","$30,496.70 ","$56,663.60 ",2012
Padre Island NS,"573,855","$22,815.10 ",307,"$7,346.80 ","$14,033.70 ","$24,278.10 ",2012
Palo Alto Battlefield NHP,"36,707","$1,975.20 ",28,$668.80 ,"$1,316.40 ","$2,268.50 ",2012
Pea Ridge NMP,"131,907","$7,098.10 ",108,"$2,830.90 ","$4,794.60 ","$8,509.10 ",2012
Pecos NHP,"45,568","$2,452.10 ",37,"$1,054.80 ","$1,728.00 ","$2,968.40 ",2012
Pennsylvania Avenue NHS,"283,232","$4,929.10 ",65,"$2,594.20 ","$4,254.30 ","$6,563.10 ",2012
Perry's Victory & Intl. Peace MEM*,"140,281","$11,497.20 ",212,"$6,301.30 ","$10,335.70 ","$17,171.70 ",2012
Petersburg NB,"188,426","$10,139.40 ",147,"$4,155.10 ","$7,168.80 ","$12,139.70 ",2012
Petrified Forest NP,"664,857","$39,405.10 ",488,"$13,006.70 ","$23,088.70 ","$39,868.80 ",2012
Petroglyph NM,"119,444","$6,427.40 ",96,"$2,728.40 ","$4,502.20 ","$7,770.70 ",2012
Pictured Rocks NL,"593,587","$23,721.30 ",312,"$7,150.30 ","$13,090.00 ","$23,187.20 ",2012
Pinnacles NP,"224,476","$12,079.30 ",147,"$5,455.30 ","$8,878.30 ","$14,011.90 ",2012
Pipe Spring NM,"54,692","$2,943.00 ",41,"$1,061.20 ","$1,865.20 ","$3,231.60 ",2012
Pipestone NM,"76,030","$4,091.30 ",63,"$1,490.00 ","$2,689.40 ","$4,886.10 ",2012
Piscataway P,"124,107","$6,678.30 ",86,"$3,427.10 ","$5,525.70 ","$8,470.10 ",2012
Point Reyes NS,"2,412,663","$97,925.10 ","1,118","$48,640.00 ","$75,330.80 ","$116,592.80 ",2012
Port Chicago Naval Magazine NMEM,533,$28.70 ,0,$15.30 ,$24.00 ,$37.50 ,2012
President William Jefferson Clinton Birthplace Home NHS,"8,932",$480.60 ,7,$177.10 ,$313.00 ,$536.10 ,2012
President's Park,"600,083","$10,443.30 ",138,"$5,495.70 ","$9,011.50 ","$13,894.70 ",2012
Prince William Forest P,"280,325","$15,410.50 ",189,"$7,674.20 ","$12,474.10 ","$19,193.20 ",2012
Pu`uhonua O Honaunau NHP,"442,353","$23,803.50 ",285,"$11,110.80 ","$18,490.50 ","$28,568.40 ",2012
Puukohola Heiau NHS,"134,403","$7,232.40 ",86,"$3,374.70 ","$5,615.90 ","$8,671.70 ",2012
Rainbow Bridge NM,"75,214","$4,047.40 ",52,"$1,394.10 ","$2,444.60 ","$4,151.30 ",2012
Redwood NP,"352,517","$20,833.30 ",297,"$7,498.90 ","$13,404.10 ","$23,912.20 ",2012
Richmond NBP,"156,952","$8,445.80 ",123,"$3,488.00 ","$6,056.40 ","$10,182.90 ",2012
Rio Grande W&SR,694,$69.10 ,1,$17.20 ,$30.70 ,$51.80 ,2012
River Raisin NB,"50,667","$2,726.50 ",41,"$1,268.20 ","$2,126.30 ","$3,551.40 ",2012
Rock Creek P,"2,003,385","$34,865.20 ",462,"$18,284.50 ","$30,027.10 ","$46,380.40 ",2012
Rocky Mountain NP*,"3,229,617","$196,144.00 ","2,779","$105,853.90 ","$168,376.30 ","$270,807.40 ",2012
Roger Williams NMEM,"51,944","$2,795.20 ",36,"$1,406.50 ","$2,338.10 ","$3,600.20 ",2012
Rosie the Riveter WWII Home Front NHP,"20,097","$1,081.40 ",13,$576.60 ,$901.00 ,"$1,405.60 ",2012
Ross Lake NRA,"742,200","$30,357.10 ",336,"$12,795.80 ","$22,445.50 ","$34,431.50 ",2012
Russell Cave NM,"20,954","$1,127.60 ",17,$411.80 ,$729.40 ,"$1,291.30 ",2012
Sagamore Hill NHS,"14,639",$787.70 ,9,$426.70 ,$691.70 ,"$1,004.70 ",2012
Saguaro NP,"634,286","$37,567.70 ",526,"$19,076.00 ","$31,355.80 ","$50,551.00 ",2012
Saint Croix NSR,"221,028","$8,745.90 ",124,"$3,849.70 ","$6,651.00 ","$11,129.80 ",2012
Saint Croix Island IHS,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2012
Saint Paul's Church NHS,"16,188",$871.10 ,10,$472.90 ,$765.20 ,"$1,112.90 ",2012
Saint-Gaudens NHS*,"33,663","$1,529.60 ",25,$810.50 ,"$1,353.50 ","$2,161.50 ",2012
Salem Maritime NHS,"756,038","$40,683.30 ",550,"$21,479.30 ","$34,490.20 ","$53,809.80 ",2012
Salinas Pueblo Missions NM,"29,228","$1,572.80 ",23,$666.50 ,"$1,097.50 ","$1,893.10 ",2012
Salt River Bay EHP,"5,217",$280.70 ,3,$131.00 ,$218.10 ,$336.90 ,2012
San Antonio Missions NHP,"614,810","$33,083.70 ",480,"$14,131.00 ","$25,277.10 ","$41,872.00 ",2012
San Francisco Maritime NHP,"4,129,983","$95,335.30 ","1,045","$42,880.60 ","$66,377.10 ","$102,042.20 ",2012
San Juan NHS,"1,279,814","$68,868.30 ",823,"$32,145.90 ","$53,496.60 ","$82,654.10 ",2012
San Juan Island NHP,"261,139","$14,052.20 ",167,"$6,249.80 ","$11,151.20 ","$17,195.00 ",2012
Sand Creek Massacre NHS,"4,384",$235.90 ,3,$57.70 ,$115.90 ,$218.80 ,2012
Santa Monica Mountains NRA,"649,471","$26,126.70 ",336,"$13,322.20 ","$21,581.70 ","$34,483.60 ",2012
Saratoga NHP,"57,688","$3,104.30 ",40,"$1,172.00 ","$2,240.40 ","$3,588.70 ",2012
Saugus Iron Works NHS,"11,611",$624.80 ,9,$276.10 ,$474.40 ,$779.30 ,2012
Scotts Bluff NM,"122,515","$6,592.70 ",89,"$2,271.20 ","$3,943.00 ","$6,913.90 ",2012
Sequoia NP*,"1,106,584","$77,187.10 ",936,"$28,257.90 ","$50,651.00 ","$83,857.50 ",2012
Shenandoah NP,"1,210,200","$76,019.20 ",945,"$37,528.00 ","$61,035.50 ","$94,495.80 ",2012
Shiloh NMP,"587,620","$31,620.50 ",471,"$9,637.10 ","$18,306.40 ","$33,944.60 ",2012
Sitka NHP,"195,157","$39,879.40 ",955,"$26,147.80 ","$40,611.40 ","$65,875.70 ",2012
Sleeping Bear Dunes NL*,"1,531,560","$151,782.00 ","2,818","$71,692.50 ","$126,348.40 ","$222,811.40 ",2012
Springfield Armory NHS,"16,978",$913.60 ,12,$436.50 ,$739.60 ,"$1,146.20 ",2012
Statue Of Liberty NM,"3,029,443","$163,018.00 ","1,877","$88,700.60 ","$143,200.10 ","$209,202.20 ",2012
Steamtown NHS*,"106,309","$5,293.60 ",76,"$2,380.40 ","$3,994.80 ","$6,504.20 ",2012
Stones River NB,"260,537","$14,019.80 ",204,"$6,544.20 ","$10,789.80 ","$17,797.10 ",2012
Sunset Crater Volcano NM,"177,793","$9,567.30 ",122,"$3,427.80 ","$5,806.10 ","$9,803.40 ",2012
Tallgrass Prairie NPRES,"18,918","$1,018.00 ",15,$389.00 ,$688.40 ,"$1,197.00 ",2012
Thaddeus Kosciuszko NMEM,"2,045",$110.00 ,2,$59.40 ,$94.10 ,$150.50 ,2012
Theodore Roosevelt NP,"640,555","$37,439.00 ",470,"$11,901.10 ","$20,593.40 ","$36,865.00 ",2012
Theodore Roosevelt Birthplace NHS,"17,930",$964.80 ,11,$523.90 ,$848.20 ,"$1,240.40 ",2012
Theodore Roosevelt Inaugural NHS,"18,875","$1,015.70 ",13,$370.00 ,$757.60 ,"$1,191.50 ",2012
Theodore Roosevelt Island P,"149,754","$8,058.40 ",105,"$4,127.20 ","$6,667.80 ","$10,266.60 ",2012
Thomas Edison NHP,"52,554","$2,828.00 ",33,"$1,543.90 ","$2,479.60 ","$3,638.90 ",2012
Thomas Jefferson NMEM,"2,613,131","$45,476.70 ",601,"$23,930.70 ","$39,244.70 ","$60,507.20 ",2012
Thomas Stone NHS,"6,426",$345.80 ,4,$178.00 ,$286.20 ,$437.70 ,2012
Timpanogos Cave NM,"118,764","$6,390.80 ",99,"$3,110.20 ","$5,060.60 ","$8,776.20 ",2012
Timucuan EHP,"1,076,310","$57,917.50 ",828,"$26,237.30 ","$45,176.60 ","$73,851.30 ",2012
Tonto NM,"51,881","$2,791.80 ",40,"$1,431.90 ","$2,326.20 ","$3,718.50 ",2012
Tumacácori NHP,"35,158","$1,891.90 ",26,$754.20 ,"$1,271.60 ","$2,129.50 ",2012
Tuskegee Airmen NHS,"23,716","$1,276.20 ",19,$465.00 ,$794.70 ,"$1,432.10 ",2012
Tuskegee Institute NHS,"24,030","$1,293.10 ",19,$471.20 ,$805.40 ,"$1,451.10 ",2012
Tuzigoot NM,"97,388","$5,240.60 ",74,"$2,674.20 ","$4,316.20 ","$6,868.50 ",2012
Ulysses S Grant NHS,"39,373","$2,118.70 ",33,"$1,061.00 ","$1,741.80 ","$2,950.50 ",2012
Upper Delaware NSR&NRR,"255,586","$10,152.20 ",105,"$4,924.50 ","$7,733.70 ","$11,259.20 ",2012
Valley Forge NHP,"1,442,750","$77,598.60 ","1,101","$41,827.50 ","$66,384.60 ","$106,382.00 ",2012
Vanderbilt Mansion NHS,"423,107","$22,767.90 ",274,"$11,021.20 ","$18,612.30 ","$27,860.00 ",2012
Vicksburg NMP,"573,262","$30,847.90 ",454,"$12,576.00 ","$21,315.60 ","$37,233.90 ",2012
Vietnam Veterans MEM,"4,424,407","$76,998.60 ","1,017","$40,518.00 ","$66,446.90 ","$102,447.40 ",2012
Virgin Islands NP*,"483,341","$69,936.80 ",875,"$37,046.70 ","$64,945.30 ","$100,042.90 ",2012
Voyageurs NP,"214,841","$16,158.90 ",225,"$5,081.20 ","$10,362.40 ","$17,846.30 ",2012
Walnut Canyon NM,"110,748","$5,959.50 ",76,"$2,135.20 ","$3,616.60 ","$6,106.60 ",2012
War In The Pacific NHP,"255,923","$13,771.50 ",176,"$6,958.80 ","$11,288.00 ","$17,443.40 ",2012
Washington Monument,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2012
Washita Battlefield NHS,"10,615",$571.20 ,8,$178.80 ,$320.70 ,$578.40 ,2012
Weir Farm NHS,"21,465","$1,155.10 ",13,$621.00 ,"$1,011.20 ","$1,471.30 ",2012
Whiskeytown NRA,"814,374","$32,530.30 ",419,"$10,582.80 ","$19,714.70 ","$33,954.10 ",2012
White House,"656,949","$11,433.00 ",151,"$6,016.20 ","$9,866.20 ","$15,211.70 ",2012
White Sands NM*,"447,385","$21,857.20 ",276,"$6,978.40 ","$13,023.90 ","$22,704.60 ",2012
Whitman Mission NHS,"60,785","$3,270.90 ",42,"$1,014.10 ","$2,037.60 ","$3,442.30 ",2012
William Howard Taft NHS,"19,416","$1,044.80 ",16,$467.30 ,$793.20 ,"$1,358.10 ",2012
Wilson's Creek NB,"167,205","$8,997.50 ",138,"$3,640.40 ","$6,086.20 ","$10,813.30 ",2012
Wind Cave NP*,"529,083","$48,978.50 ",789,"$18,274.70 ","$33,065.60 ","$59,350.70 ",2012
Wolf Trap NP for the Performing Arts,"426,996","$22,977.20 ",299,"$11,747.70 ","$18,998.70 ","$29,313.10 ",2012
Women's Rights NHP*,"29,585","$1,973.20 ",23,$641.50 ,"$1,461.80 ","$2,302.50 ",2012
World War II Memorial,"4,161,685","$72,426.40 ",957,"$38,112.10 ","$62,501.30 ","$96,364.10 ",2012
World War II Valor in the Pacific NM,"1,751,224","$94,235.50 ","1,126","$43,986.50 ","$73,201.60 ","$113,099.10 ",2012
Wrangell - St Elias NP&PRES,"87,158","$125,890.90 ","1,754","$62,891.00 ","$105,606.30 ","$175,299.60 ",2012
Wright Brothers NMEM,"466,816","$25,119.90 ",364,"$9,893.10 ","$17,009.10 ","$28,933.60 ",2012
Wupatki NM,"201,365","$10,835.70 ",139,"$3,932.50 ","$6,639.50 ","$11,191.50 ",2012
Yellowstone NP*,"3,447,729","$400,346.50 ","5,619","$164,989.60 ","$271,976.60 ","$472,960.90 ",2012
Yosemite NP*,"3,853,404","$378,757.70 ","5,162","$161,602.10 ","$284,264.60 ","$471,805.80 ",2012
Yukon - Charley Rivers NPRES,"1,393","$1,603.50 ",18,$813.70 ,"$1,453.80 ","$2,335.50 ",2012
Zion NP*,"2,973,607","$152,859.40 ","1,854","$76,269.30 ","$124,961.50 ","$192,796.60 ",2012
Abraham Lincoln Birthplace NHP,"163,928","$9,035.70 ",134,"$3,892.30 ","$6,694.40 ","$11,430.00 ",2013
Acadia NP,"2,254,922","$190,953.90 ","2,903","$87,417.70 ","$144,375.40 ","$251,037.80 ",2013
Adams NHP,"285,500","$15,736.60 ",210,"$8,190.00 ","$13,284.30 ","$20,817.60 ",2013
African Burial Ground NM,"93,234","$5,139.10 ",59,"$2,780.90 ","$4,500.00 ","$6,606.80 ",2013
Agate Fossil Beds NM*,"10,503",$726.90 ,9,$196.00 ,$367.20 ,$702.70 ,2013
Alibates Flint Quarries NM,"1,555",$85.70 ,1,$27.90 ,$55.20 ,$97.10 ,2013
Allegheny Portage Railroad NHS,"107,977","$5,951.60 ",89,"$2,647.90 ","$4,374.20 ","$7,501.30 ",2013
Amistad NRA,"1,025,150","$42,173.60 ",524,"$11,383.50 ","$22,607.90 ","$39,665.90 ",2013
Andersonville NHS,"98,770","$5,444.20 ",81,"$1,846.30 ","$3,415.10 ","$6,158.80 ",2013
Andrew Johnson NHS,"42,930","$2,366.20 ",34,$958.40 ,"$1,664.90 ","$2,850.10 ",2013
Aniakchak NM&PRES,134,$120.60 ,1,$61.20 ,$109.30 ,$175.70 ,2013
Antietam NB,"370,832","$20,440.10 ",266,"$10,375.60 ","$16,769.40 ","$26,108.80 ",2013
Apostle Islands NL*,"148,556","$22,354.30 ",304,"$7,133.70 ","$13,919.00 ","$24,213.60 ",2013
Appomattox Court House NHP,"317,661","$17,509.30 ",250,"$6,467.70 ","$11,505.50 ","$19,978.50 ",2013
Arches NP*,"1,082,866","$120,171.70 ","1,753","$46,305.80 ","$82,484.30 ","$143,260.80 ",2013
Arkansas Post NMEM,"36,420","$2,007.40 ",27,$841.10 ,"$1,362.10 ","$2,312.70 ",2013
"Arlington House, The Robert E. LeeMemorial NMEM","586,531","$32,329.40 ",415,"$16,500.60 ","$26,658.00 ","$41,227.40 ",2013
Assateague Island NS,"2,056,827","$84,350.40 ","1,052","$29,003.00 ","$52,424.10 ","$87,529.30 ",2013
Aztec Ruins NM,"41,313","$2,277.10 ",31,$754.00 ,"$1,314.60 ","$2,335.80 ",2013
Badlands NP,"892,373","$53,653.60 ",793,"$18,611.80 ","$33,665.60 ","$61,862.50 ",2013
Bandelier NM,"126,682","$7,463.60 ",105,"$3,104.90 ","$5,140.30 ","$8,923.30 ",2013
Bent's Old Fort NHS,"23,324","$1,285.60 ",17,$488.90 ,$850.20 ,"$1,440.90 ",2013
Bering Land Bridge NPRES,"2,642","$3,908.80 ",54,"$1,946.30 ","$3,267.90 ","$5,443.00 ",2013
Big Bend NP,"316,952","$26,801.90 ",353,"$7,762.50 ","$15,965.80 ","$27,770.80 ",2013
Big Cypress NPRES,"1,007,789","$75,954.70 ",997,"$39,779.20 ","$66,073.20 ","$104,554.50 ",2013
Big Hole NB,"38,093","$2,099.70 ",31,$752.70 ,"$1,212.60 ","$2,249.00 ",2013
Big South Fork NRRA*,"565,063","$16,294.70 ",204,"$5,418.30 ","$9,535.10 ","$16,185.90 ",2013
Big Thicket NPRES,"120,108","$7,243.10 ",89,"$3,181.40 ","$5,431.00 ","$8,716.10 ",2013
Bighorn Canyon NRA,"241,528","$9,893.50 ",140,"$3,646.60 ","$6,026.70 ","$10,850.10 ",2013
Biscayne NP,"486,848","$29,412.30 ",374,"$15,185.00 ","$24,775.40 ","$38,884.40 ",2013
Black Canyon Of The Gunnison NP,"175,852","$10,297.10 ",123,"$4,301.80 ","$6,928.10 ","$11,215.70 ",2013
Blue Ridge PKWY,"12,877,369","$782,926.00 ","11,283","$337,757.90 ","$583,396.00 ","$999,349.10 ",2013
Bluestone NSR,"36,267","$1,474.30 ",19,$517.10 ,$870.40 ,"$1,499.90 ",2013
Booker T Washington NM,"22,102","$1,218.30 ",18,$470.70 ,$815.50 ,"$1,411.60 ",2013
Boston NHP,"2,245,876","$123,791.80 ","1,657","$64,653.00 ","$104,653.30 ","$164,130.00 ",2013
Boston African American NHS,"386,084","$21,280.80 ",285,"$11,105.60 ","$17,984.90 ","$28,214.30 ",2013
Brown V Board Of Education NHS,"19,355","$1,066.80 ",16,$526.70 ,$858.30 ,"$1,458.50 ",2013
Bryce Canyon NP,"1,311,875","$105,745.80 ","1,442","$39,072.70 ","$70,242.90 ","$121,583.60 ",2013
Buck Island Reef NM,"28,972","$1,680.00 ",19,$753.40 ,"$1,277.30 ","$1,974.50 ",2013
Buffalo NR,"1,125,228","$46,152.80 ",637,"$16,112.00 ","$27,721.80 ","$49,558.40 ",2013
Cabrillo NM,"856,128","$47,189.50 ",591,"$22,276.30 ","$36,108.80 ","$56,549.00 ",2013
Canaveral NS,"1,133,689","$68,793.30 ",906,"$31,151.20 ","$53,803.60 ","$86,791.00 ",2013
Cane River Creole NHP,"25,555","$1,408.60 ",20,$511.50 ,$931.50 ,"$1,612.10 ",2013
Canyon De Chelly NM,"828,478","$51,395.10 ",671,"$16,043.80 ","$28,947.50 ","$52,632.20 ",2013
Canyonlands NP,"462,242","$26,316.30 ",350,"$9,391.80 ","$16,663.30 ","$28,990.40 ",2013
Cape Cod NS,"4,501,897","$185,714.90 ","2,226","$91,267.30 ","$143,059.10 ","$221,074.50 ",2013
Cape Hatteras NS,"2,214,564","$133,070.40 ","1,837","$51,189.20 ","$89,083.50 ","$152,336.80 ",2013
Cape Krusenstern NM,"18,225","$26,963.20 ",372,"$13,425.80 ","$22,542.50 ","$37,546.40 ",2013
Cape Lookout NS,"416,569","$17,644.40 ",246,"$5,589.40 ","$9,887.60 ","$17,828.10 ",2013
Capitol Reef NP*,"663,670","$45,086.00 ",555,"$15,178.30 ","$27,093.50 ","$47,893.90 ",2013
Capulin Volcano NM*,"48,467","$1,378.40 ",19,$356.60 ,$668.00 ,"$1,235.50 ",2013
Carl Sandburg Home NHS,"81,711","$4,503.90 ",65,"$1,795.60 ","$3,082.60 ","$5,311.30 ",2013
Carlsbad Caverns NP,"388,565","$23,589.70 ",306,"$7,552.60 ","$13,098.60 ","$23,759.90 ",2013
Casa Grande Ruins NM,"65,106","$3,588.70 ",51,"$1,846.00 ","$3,001.40 ","$4,847.60 ",2013
Castillo De San Marcos NM,"778,128","$42,890.10 ",604,"$18,574.40 ","$32,668.60 ","$53,714.10 ",2013
Castle Clinton NM,"2,180,694","$51,439.70 ",542,"$23,910.30 ","$37,601.20 ","$55,154.10 ",2013
Catoctin Mountain P,"175,213","$10,108.90 ",126,"$5,019.30 ","$8,156.00 ","$12,735.50 ",2013
Cedar Breaks NM,"466,451","$25,710.60 ",353,"$9,231.70 ","$16,259.10 ","$28,322.30 ",2013
Cesar E. Chavez NM,"8,156",$449.50 ,6,$223.90 ,$366.10 ,$584.30 ,2013
Chaco Culture NHP,"29,917","$1,572.20 ",21,$604.10 ,"$1,016.20 ","$1,769.10 ",2013
Chamizal NMEM,"121,937","$6,721.10 ",94,"$2,417.50 ","$4,487.40 ","$7,817.20 ",2013
Channel Islands NP,"212,028","$11,907.90 ",149,"$6,180.20 ","$9,982.50 ","$15,819.50 ",2013
Charles Pinckney NHS,"47,309","$2,607.60 ",37,"$1,107.80 ","$1,833.30 ","$3,063.60 ",2013
Chattahoochee River NRA,"3,039,894","$123,574.90 ","1,723","$60,813.50 ","$98,359.90 ","$160,949.30 ",2013
Chesapeake & Ohio Canal NHP,"4,941,367","$88,030.40 ","1,188","$44,746.70 ","$74,177.80 ","$117,188.50 ",2013
Chickamauga & Chattanooga NMP,"905,984","$54,961.30 ",771,"$19,187.90 ","$35,005.20 ","$62,345.60 ",2013
Chickasaw NRA*,"1,099,669","$16,699.20 ",160,"$3,855.10 ","$6,513.40 ","$11,404.30 ",2013
Chiricahua NM,"40,646","$2,339.00 ",29,$698.50 ,"$1,285.80 ","$2,281.70 ",2013
Christiansted NHS,"118,638","$6,539.30 ",77,"$3,041.90 ","$5,062.20 ","$7,857.00 ",2013
City Of Rocks NRES,"94,906","$5,231.20 ",72,"$1,894.90 ","$3,172.80 ","$5,584.40 ",2013
Clara Barton NHS,"22,737","$1,253.20 ",16,$639.30 ,"$1,033.00 ","$1,599.20 ",2013
Colonial NHP,"3,168,731","$174,659.20 ","2,492","$73,365.30 ","$125,638.10 ","$212,172.50 ",2013
Colorado NM,"409,352","$24,493.20 ",325,"$8,839.90 ","$15,688.60 ","$27,039.40 ",2013
Congaree NP*,"120,341","$5,822.70 ",74,"$2,123.20 ","$3,663.70 ","$6,319.30 ",2013
Coronado NMEM,"92,936","$5,122.60 ",69,"$2,035.10 ","$3,431.30 ","$5,773.50 ",2013
Cowpens NB,"216,240","$13,129.10 ",190,"$6,016.90 ","$10,081.70 ","$17,091.30 ",2013
Crater Lake NP,"523,027","$43,652.10 ",661,"$18,824.70 ","$31,058.10 ","$54,701.70 ",2013
Craters Of The Moon NM&PRES*,"200,525","$6,574.00 ",94,"$2,091.00 ","$3,633.80 ","$6,871.70 ",2013
Cumberland Gap NHP,"768,362","$46,376.00 ",639,"$17,871.70 ","$32,081.20 ","$55,192.80 ",2013
Cumberland Island NS,"51,434","$2,023.20 ",27,$849.30 ,"$1,416.10 ","$2,323.50 ",2013
Curecanti NRA,"814,162","$33,312.60 ",396,"$12,866.20 ","$20,799.60 ","$34,050.30 ",2013
Cuyahoga Valley NP,"2,103,010","$128,157.00 ","1,905","$55,155.50 ","$94,968.50 ","$164,390.30 ",2013
Dayton Aviation Heritage NHP*,"59,275","$3,298.40 ",55,"$1,675.30 ","$2,801.00 ","$4,796.80 ",2013
De Soto NMEM,"279,924","$15,429.30 ",218,"$7,485.30 ","$12,756.70 ","$20,626.90 ",2013
Death Valley NP,"951,973","$75,255.10 ",883,"$34,096.40 ","$56,803.30 ","$87,736.60 ",2013
Delaware Water Gap NRA*,"4,843,350","$156,176.70 ","2,291","$97,423.20 ","$148,752.50 ","$215,903.40 ",2013
Denali NP&PRES,"530,921","$513,335.20 ","6,992","$256,033.00 ","$431,730.70 ","$719,108.80 ",2013
Devils Postpile NM,"91,793","$5,504.00 ",69,"$2,044.90 ","$3,685.30 ","$6,189.20 ",2013
Devils Tower NM,"417,325","$25,130.40 ",357,"$8,765.00 ","$15,678.60 ","$28,424.30 ",2013
Dinosaur NM,"274,361","$15,791.60 ",186,"$5,714.70 ","$9,529.30 ","$16,004.00 ",2013
Dry Tortugas NP,"58,400","$3,389.70 ",35,"$1,327.00 ","$2,219.80 ","$3,479.80 ",2013
Edgar Allan Poe NHS,"5,884",$324.30 ,5,$174.40 ,$276.50 ,$443.70 ,2013
Effigy Mounds NM*,"71,074","$4,266.00 ",62,"$1,528.90 ","$2,647.40 ","$4,760.90 ",2013
Eisenhower NHS,"59,180","$3,262.00 ",42,"$1,652.50 ","$2,657.30 ","$4,149.50 ",2013
El Malpais NM,"137,904","$8,373.40 ",120,"$3,348.70 ","$5,697.70 ","$10,028.90 ",2013
El Morro NM,"40,051","$2,385.60 ",32,$589.50 ,"$1,180.20 ","$2,257.10 ",2013
Eleanor Roosevelt NHS,"43,686","$2,408.00 ",29,"$1,141.40 ","$1,948.00 ","$2,935.20 ",2013
Eugene O'Neill NHS,"2,930",$161.50 ,2,$85.80 ,$134.00 ,$209.80 ,2013
Everglades NP,"1,047,116","$96,627.00 ","1,302","$53,132.10 ","$88,065.70 ","$138,317.20 ",2013
Federal Hall NMEM,"148,648","$8,193.40 ",93,"$4,445.80 ","$7,172.00 ","$10,519.40 ",2013
Fire Island NS,"294,219","$11,952.50 ",127,"$6,061.10 ","$9,696.10 ","$14,170.30 ",2013
First Ladies NHS,"10,068",$554.90 ,9,$260.60 ,$431.70 ,$734.90 ,2013
Flight 93 NMEM,"265,924","$14,657.60 ",219,"$6,515.70 ","$10,797.20 ","$18,486.30 ",2013
Florissant Fossil Beds NM,"58,032","$3,198.70 ",44,"$1,684.60 ","$2,656.50 ","$4,267.30 ",2013
Ford's Theatre NHS,"665,877","$11,878.20 ",155,"$6,224.70 ","$10,208.00 ","$15,812.00 ",2013
Fort Bowie NHS,"8,083",$445.60 ,6,$174.60 ,$294.20 ,$495.90 ,2013
Fort Caroline NMEM,"307,086","$16,926.50 ",239,"$7,692.40 ","$13,233.10 ","$21,697.50 ",2013
Fort Davis NHS,"43,277","$2,385.40 ",31,$651.00 ,"$1,331.80 ","$2,343.40 ",2013
Fort Donelson NB,"247,734","$15,037.70 ",199,"$6,736.50 ","$11,162.50 ","$18,301.90 ",2013
Fort Frederica NM,"217,580","$11,992.90 ",165,"$5,283.50 ","$8,893.80 ","$14,641.50 ",2013
Fort Laramie NHS,"54,056","$2,979.50 ",40,"$1,000.70 ","$1,802.90 ","$3,186.90 ",2013
Fort Larned NHS*,"27,432","$1,568.20 ",20,$454.40 ,$870.90 ,"$1,624.00 ",2013
Fort Matanzas NM,"523,695","$28,865.90 ",403,"$12,475.80 ","$21,905.40 ","$35,845.60 ",2013
